Primary category name,Secondary category name,Tertiary category name,attribute,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,,
Baby clothing,Home service/underwear,Warm top / warm pants / warm suit,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Warm top / warm pants / warm suit,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Warm top / warm pants / warm suit,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Warm top / warm pants / warm suit,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Warm top / warm pants / warm suit,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Warm top / warm pants / warm suit,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's underwear,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Children's underwear,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's underwear,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's underwear,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's underwear,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Children's underwear,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's autumn clothes / long pants,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Children's autumn clothes / long pants,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's autumn clothes / long pants,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's autumn clothes / long pants,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Children's autumn clothes / long pants,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Children's autumn clothes / long pants,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Other underwear,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Other underwear,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Other underwear,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Other underwear,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Other underwear,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Other underwear,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama pants,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Pajama pants,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama pants,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama pants,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama pants,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Pajama pants,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Nightdress,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Nightdress,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Nightdress,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Nightdress,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Nightdress,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Nightdress,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,pajamas,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,pajamas,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Pajama set,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Pajama set,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Home service/underwear,Bathrobe,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Home service/underwear,Bathrobe,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Parent-child,Dad baby clothes,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Parent-child,Dad baby clothes,Size,size1,size2,size3,size4,size5,size6,size7,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Parent-child,Mother baby clothes,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Parent-child,Mother baby clothes,Size,size1,size2,size3,size4,size5,size6,size7,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Parent-child,Whole family,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Parent-child,Whole family,Size,size1,size2,size3,size4,size5,size6,size7,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Children's wear,Other accessories,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Children's wear,Other accessories,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Children's wear,T-shirt,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Children's wear,T-shirt,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Children's wear,skirt,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Children's wear,skirt,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Children's wear,Bib skirt / bib,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Children's wear,Bib skirt / bib,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Children's wear,shirt,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
