一级类目名称,二级类目名称,三级类目名称,属性,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,,,,
婴童服装,家居服/内衣,保暖裤,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖裤,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖裤,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖裤,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,保暖裤,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,保暖上衣,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,保暖上衣,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣/保暖裤/保暖套装,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,保暖上衣/保暖裤/保暖套装,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣/保暖裤/保暖套装,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣/保暖裤/保暖套装,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,保暖上衣/保暖裤/保暖套装,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,保暖上衣/保暖裤/保暖套装,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童内裤,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,儿童内裤,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童内裤,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童内裤,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童内裤,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,儿童内裤,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童秋衣/秋裤,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,儿童秋衣/秋裤,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童秋衣/秋裤,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童秋衣/秋裤,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,儿童秋衣/秋裤,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,儿童秋衣/秋裤,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,其他内衣,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,其他内衣,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,其他内衣,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,其他内衣,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,其他内衣,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,其他内衣,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裤,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,睡裤,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裤,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裤,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裤,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,睡裤,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裙,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,睡裙,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裙,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裙,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡裙,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,睡裙,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,睡衣,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,睡衣,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣套装,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,睡衣套装,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣套装,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣套装,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,睡衣套装,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,睡衣套装,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,浴袍,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,家居服/内衣,浴袍,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,浴袍,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,浴袍,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,家居服/内衣,浴袍,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,家居服/内衣,浴袍,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童用品,宝宝洗浴护肤,浴袍,功效,功效1,功效2,功效3,功效4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童用品,宝宝洗浴护肤,浴袍,保质期,3个月,6个月,9个月,12个月,18个月,24个月,保质期1,,,,,,,,,,,,,,,,,,,,,,,,,
婴童用品,宝宝洗浴护肤,浴袍,适用对象,宝宝,孕妈,两者都可以,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童用品,宝宝洗浴护肤,浴袍,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童用品,宝宝洗浴护肤,浴袍,规格,规格1,规格2,规格3,规格4,规格5,规格6,规格7,规格8,规格9,其他,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,爸爸宝宝装,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,亲子装,爸爸宝宝装,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,爸爸宝宝装,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,爸爸宝宝装,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,爸爸宝宝装,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,亲子装,爸爸宝宝装,尺寸,尺寸1,尺寸2,尺寸3,尺寸4,尺寸5,尺寸6,尺寸7,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,妈妈宝宝装,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,亲子装,妈妈宝宝装,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,妈妈宝宝装,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,妈妈宝宝装,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,妈妈宝宝装,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,亲子装,妈妈宝宝装,尺寸,尺寸1,尺寸2,尺寸3,尺寸4,尺寸5,尺寸6,尺寸7,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,全家装,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,亲子装,全家装,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,全家装,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,全家装,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,亲子装,全家装,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,亲子装,全家装,尺寸,尺寸1,尺寸2,尺寸3,尺寸4,尺寸5,尺寸6,尺寸7,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,T恤,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,童装,T恤,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,T恤,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,T恤,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,童装,T恤,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,童装,T恤,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
孕妈服饰用品,孕妈服饰,T恤,适用对象,宝宝,孕妈,两者都可以,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孕妈服饰用品,孕妈服饰,T恤,用途,用途1,用途2,用途3,用途4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孕妈服饰用品,孕妈服饰,T恤,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
孕妈服饰用品,孕妈服饰,T恤,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
孕妈服饰用品,孕妈服饰,T恤,尺寸,XS,S,M,L,XL,XXL,XXXL,均码,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,半身裙,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,童装,半身裙,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,半身裙,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,半身裙,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,童装,半身裙,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,童装,半身裙,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,背带裙/背带裤,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,童装,背带裙/背带裤,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,背带裙/背带裤,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,背带裙/背带裤,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,童装,背带裙/背带裤,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,童装,背带裙/背带裤,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,衬衫,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,童装,衬衫,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,衬衫,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,衬衫,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
婴童服装,童装,衬衫,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
婴童服装,童装,衬衫,尺寸,0-12月,0-6月,3-4岁,5岁,6岁,1-2岁,8岁,,,,,,,,,,,,,,,,,,,,,,,,,
孕妈服饰用品,孕妈服饰,衬衫,适用对象,宝宝,孕妈,两者都可以,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孕妈服饰用品,孕妈服饰,衬衫,用途,用途1,用途2,用途3,用途4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孕妈服饰用品,孕妈服饰,衬衫,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
孕妈服饰用品,孕妈服饰,衬衫,颜色,浅灰色,浅绿色,深灰色,深紫色,深蓝色,白色,紫罗兰,花色,褐色,透明,酒红色,墨绿色,藏青色,紫色,粉色,绿色,蓝色,黄色,黑色,红色,军绿色,天蓝色,浅黄色,深卡其布色,巧克力色,桔色,,,,,,
孕妈服饰用品,孕妈服饰,衬衫,尺寸,XS,S,M,L,XL,XXL,XXXL,均码,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,打底/小脚/靴裤,材质,真丝,棉,涤纶,尼龙,真皮,亚麻,羊毛,假皮草,莱卡,醋酸纤维,腈纶,莫代尔,超细纤维,兔毛,网纱,PU,蕾丝,针织棉,提花,薄纱,聚酯纤维,棉麻,雪纺,混合材质,天鹅绒,牛仔,苎麻,聚酰胺,,,,
婴童服装,童装,打底/小脚/靴裤,风格,活跃的,时尚,新奇,街头服饰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,打底/小脚/靴裤,性别,男,女,中性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
婴童服装,童装,打底/小脚/靴裤,图案,纯色,动物,卡通形象,花朵,几何,豹纹,字母,拼接,格子,圆点,印花,条纹,旋涡,,,,,,,,,,,,,,,,,,,
